work_id,work_title,work_source,work_authors,referenced_work_ids,referenced_titles,referenced_sources,referenced_authors
w4220667522,an intelligent management of power flow in the smart grid system using hybrid npo-atla approach,artificial intelligence review,"anil kumar dsouza, ananthapadmanabha thammaiah, likith kumar m. venkatesh","w1655085106, w1699476055, w1967386882","modeling and managing of micro grid connected system using improved artificial bee colony algorithm, microgrids in active network management—part i: hierarchical control, energy storage, virtual power plants, and market participation, hierarchical control of intelligent microgrids","international journal of electrical power & energy systems, renewable and sustainable energy reviews, ieee industrial electronics magazine","kallol roy, kamal krishna mandal, atis chandra mandal, omid palizban, kimmo kauhaniemi, josep m. guerrero, juan c. vásquez, josep m. guerrero, jaume miret, miguel castilla, luis garcía de vicuña"
w4220698980,computational knowledge vision: paradigmatic knowledge based prescriptive learning and reasoning for perception and vision,artificial intelligence review,"wenbo zheng, lan yan, chao gou, fei‐yue wang","w114888028, w1498915505, w1533318183","the fifth generation: artificial intelligence and japan's computer challenge to the world, unknown title, biosignal and medical image processing","artificial intelligence, international journal of computer vision, crc press ebooks","mark stefik, ziad m. hafed, martin d. levine, john l. semmlow"
w4220717373,on the joint-effect of class imbalance and overlap: a critical review,artificial intelligence review,"miriam seoane santos, pedro henriques abreu, nathalie japkowicz, alberto fernández, carlos soares, szymon wilk, joão santos","w102369970, w1036088323, w1496056137","class imbalances versus class overlapping: an analysis of a learning system behavior, overlapping, rare examples and class decomposition in learning classifiers from imbalanced data, safe-level-smote: safe-level-synthetic minority over-sampling technique for handling the class imbalanced problem","lecture notes in computer science, smart innovation, systems and technologies, lecture notes in computer science","ronaldo c. prati, gustavo batista, maria carolina monard, jerzy stefanowski, chumphol bunkhumpornpat, krung sinapiromsaran, chidchanok lursinsap"
w4220736817,visual language navigation: a survey and open challenges,artificial intelligence review,"sang‐min park, young‐gab kim","w2789150890, w2800142021, w2885909793","a survey on health monitoring systems for health smart homes, vector-based navigation using grid-like representations in artificial agents, grounding natural language instructions to semantic goal representations for abstraction and generalization","international journal of industrial ergonomics, nature, autonomous robots","haider mshali, tayeb lemlouma, maria moloney, damien magoni, andrea banino, caswell barry, benigno uría, charles blundell, timothy lillicrap, piotr mirowski, alexander pritzel, martin j. chadwick, thomas degris, joseph modayil, greg wayne, hubert soyer, fabio viola, brian zhang, ross goroshin, neil c. rabinowitz, razvan pascanu, charles beattie, stig petersen, amir sadik, stephen g. gaffney, helen king, koray kavukcuoglu, demis hassabis, raia hadsell, dharshan kumaran, dilip arumugam, siddharth karamcheti, nakul gopalan, edward williams, mina rhee, lawson l. s. wong, stefanie tellex"
w4220756552,a new fusion of whale optimizer algorithm with kapur’s entropy for multi-threshold image segmentation: analysis and validations,artificial intelligence review,"mohamed abdel‐basset, reda mohamed, mohamed abouhawwash","w1485507083, w1639201058, w1982658584","multilevel thresholding method for image segmentation based on an adaptive particle swarm optimization algorithm, color image segmentation using multilevel thresholding-cooperative bacterial foraging algorithm, modified particle swarm optimization-based multilevel thresholding for image segmentation","springer ebooks, source not found, soft computing","chonghui guo, hong li, yang liu, kunyuan hu, yunlong zhu, hanning chen, yi liu, caihong mu, weidong kou, jing liu"
w4220813863,automatic recognition of woven fabric structural parameters: a review,artificial intelligence review,"shuo meng, ruru pan, weidong gao, benchao yan, yangyang peng","w1560047386, w1598474317, w1607103917","cie standard colorimetric system, the effect of mass irregularities of weft yarns on fabric surface protrusion, density detection for knitted fabric based on image space domain method","source not found, journal of the textile institute, source not found","noboru ohta, alan robertson, meysam moezzi, mohammad ghane, farid shahsavari, xiaochao zhang, li ping, fujiang jin"
w4220842692,additive consistency exploration of linguistic preference relations with self-confidence,artificial intelligence review,"yejun xu, shennan zhu, xia liu, jing huang, enrique herrera‐viedma","w1503484887, w1971403896, w1974317138","on improving the additive consistency of the fuzzy preference relations based on comparative linguistic expressions, a method based on linguistic aggregation operators for group decision making with linguistic preference relations*1, partners in recall: collaborative order in the recall of a police interrogation","international journal of intelligent systems, information sciences, british journal of social psychology","hongbin liu, jianfeng cai, le jiang, zhigang xu, geoffrey m. stephenson, dominic abrams, wolfgang wagner, gillian wade"
w4220864385,a review of algorithms to computing irreducible testors applied to feature selection,artificial intelligence review,"guillermo sánchez-díaz, manuel s. lazo-cortés, carlos arturo aguirre-salado, iván piza-dávila, jorge p. garcia-contreras","w114709509, w1471885372, w1482708182","test theory: tools and applications, a fast hardware software platform for computing irreducible testors, using typical testors for feature selection in text categorization","intelligent systems reference library, expert systems with applications, springer ebooks","igor chikalov, vadim lozin, irina lozina, mikhail moshkov, hung son nguyen, andrzej skowron, beata zielosko, vladímir rodríguez diez, josé fco. martínez-trinidad, jesús ariel carrasco-ochoa, manuel s. lazo-cortés, claudia feregrino-uribe, rené cumplido, aurora pons-porrata, reynaldo gil-garcía, rafael berlanga"
w4220891597,product typicality attribute mining method based on a topic clustering ensemble,artificial intelligence review,"jing-tao sun, qiuyu zhang","w1416232810, w1902027874, w2025268122","semi-supervised hierarchical clustering ensemble and its application, learning the parts of objects by non-negative matrix factorization, a new self-training-based unsupervised satellite image classification technique using cluster ensemble strategy","neurocomputing, nature, ieee geoscience and remote sensing letters","wenchao xiao, yan yang, hongjun wang, tianrui li, huanlai xing, daniel d. lee, h. sebastian seung, biplab banerjee, francesca bovolo, avik bhattacharya, lorenzo bruzzone, subhasis chaudhuri, b. krishna mohan"
w4220912476,"modeling, reasoning, and application of fuzzy petri net model: a survey",artificial intelligence review,"wei jiang, kai-qing zhou, arezoo sarkheyli-hägele, azlan mohd zain","w1186056894, w1196839788, w1482540049","fault diagnosis for power system using time sequence fuzzy petri net, fuzzy reasoning and fuzzy petri nets in manufacturing systems modeling, fault diagnosis in dynamic systems using analytical and knowledge-based redundancy","advances in engineering research/advances in engineering research, journal of intelligent & fuzzy systems, automatica","yan sun, yi ping chen, zhan bai, shi hong miao, wei yao, jinyu wen, yun he hou, heloisa scarpelli, fernando gomide, paul m. frank"
w4220922919,3ddacnn: 3d dense attention convolutional neural network for point cloud based object recognition,artificial intelligence review,"xian-feng han, xinyi huang, shijie sun, mingjie wang","w1525032837, w1644641054, w1677182931","object detection from large-scale 3d datasets using bottom-up and top-down descriptors, multi-view convolutional neural networks for 3d shape recognition, delving deep into rectifiers: surpassing human-level performance on imagenet classification","lecture notes in computer science, source not found, source not found","alexander patterson, philippos mordohai, kostas daniilidis, hang su, subhransu maji, evangelos kalogerakis, erik learned-miller, kaiming he, xiangyu zhang, shaoqing ren, jian sun"
