work_id,topic,subfield,field,domain
W4280590401,Handling Imbalanced Data in Classification Problems,Artificial Intelligence,Computer Science,Physical Sciences
W4280590401,Data Mining Techniques and Applications,Information Systems,Computer Science,Physical Sciences
W4280590401,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4280649903,Network Intrusion Detection and Defense Mechanisms,Computer Networks and Communications,Computer Science,Physical Sciences
W4280649903,Machine Learning for Internet Traffic Classification,Artificial Intelligence,Computer Science,Physical Sciences
W4280649903,Detection and Prevention of Phishing Attacks,Information Systems,Computer Science,Physical Sciences
W4281262808,Privacy-Preserving Techniques for Data Analysis and Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4281262808,Internet Users' Information Privacy Concerns,Sociology and Political Science,Social Sciences,Social Sciences
W4281262808,Adversarial Robustness in Deep Learning Models,Artificial Intelligence,Computer Science,Physical Sciences
W4281286562,Fuzzy Logic and Residuated Lattices,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4281286562,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4281286562,Application of Soft Set Theory in Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4281399117,Semantic Web and Ontology Development,Artificial Intelligence,Computer Science,Physical Sciences
W4281399117,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4281399117,Data Quality Assessment and Improvement,Management Science and Operations Research,Decision Sciences,Social Sciences
W4281663336,Model Predictive Control in Industrial Processes,Control and Systems Engineering,Engineering,Physical Sciences
W4281663336,Analysis and Design of Fractional Order Control Systems,Control and Systems Engineering,Engineering,Physical Sciences
W4281663336,Extremum Seeking Control in Dynamic Systems,Control and Systems Engineering,Engineering,Physical Sciences
W4281703385,Digital Image Forgery Detection and Identification,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4281703385,Digital Image Watermarking Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4281703385,Visual Jurisprudence and Legal Semiotics,Law,Social Sciences,Social Sciences
W4281912025,Urban Development and Economic Impact Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W4281912025,Innovations in Education Technology and Research,Computer Science Applications,Computer Science,Physical Sciences
W4281912025,Impact of Big Data Analytics on Business Performance,Management Information Systems,"Business, Management and Accounting",Social Sciences
W4281930622,Recommender System Technologies,Information Systems,Computer Science,Physical Sciences
W4281930622,Automatic Video Summarization and Analysis,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4281930622,Educational Data Mining and Learning Analytics,Computer Science Applications,Computer Science,Physical Sciences
W4281962665,Autofocusing in Microscopy and Photography,Media Technology,Engineering,Physical Sciences
W4281962665,Advanced Techniques in Bioimage Analysis and Microscopy,Biophysics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4281962665,Automated Analysis of Blood Cell Images,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4283069536,Dynamics of Urban Structure through Spatial Network Analysis,Urban Studies,Social Sciences,Social Sciences
W4283069536,Computational Modeling of Visual Saliency Detection,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4283069536,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4283157120,Fuzzy Differential Equations and Uncertainty Modeling,Statistics and Probability,Mathematics,Physical Sciences
W4283157120,Multi-Objective Transportation Problem Optimization,Control and Systems Engineering,Engineering,Physical Sciences
W4283157120,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4283203948,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4283203948,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4283203948,Real-time Water Quality Monitoring and Aquaculture Management,Water Science and Technology,Environmental Science,Physical Sciences
W4283213885,Human Action Recognition and Pose Estimation,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4283213885,Gait Recognition for Human Identification,Biomedical Engineering,Engineering,Physical Sciences
W4283213885,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4283275666,Neural Network Fundamentals and Applications,Artificial Intelligence,Computer Science,Physical Sciences
W4283275666,Human Action Recognition and Pose Estimation,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4283275666,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4283461979,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4283461979,Hydrodynamic Analysis of Ship Behavior and Performance,Ocean Engineering,Engineering,Physical Sciences
W4283461979,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4283578180,Advances in Transfer Learning and Domain Adaptation,Artificial Intelligence,Computer Science,Physical Sciences
W4283578180,Visual Question Answering in Images and Videos,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4283578180,Theory and Applications of Extreme Learning Machines,Artificial Intelligence,Computer Science,Physical Sciences
W4283585133,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4283585133,Theory and Applications of Extreme Learning Machines,Artificial Intelligence,Computer Science,Physical Sciences
W4283585133,Memristive Devices for Neuromorphic Computing,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4283645714,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4283645714,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4283645714,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4283763275,Rebound Effect on Energy Efficiency and Consumption,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences
W4283763275,Conceptualizing the Circular Economy and Sustainable Supply Chains,Strategy and Management,"Business, Management and Accounting",Social Sciences
W4283763275,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4283764803,Predicting Stock Market Trends and Movements,Management Science and Operations Research,Decision Sciences,Social Sciences
W4283764803,Impact of Oil Price Shocks on Economy,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W4283764803,Asset Pricing and Market Efficiency,Finance,"Economics, Econometrics and Finance",Social Sciences
W4283803271,Distributed Multi-Agent Coordination and Control,Computer Networks and Communications,Computer Science,Physical Sciences
W4283803271,Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences
W4283803271,Unmanned Aerial Vehicle Communications,Aerospace Engineering,Engineering,Physical Sciences
W4283814693,Automatic Keyword Extraction from Textual Data,Artificial Intelligence,Computer Science,Physical Sciences
W4283814693,Multi-label Text Classification in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4283814693,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4283817886,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4283817886,Fuzzy Differential Equations and Uncertainty Modeling,Statistics and Probability,Mathematics,Physical Sciences
W4285091076,Dialogue Act Modeling for Spoken Language Systems,Artificial Intelligence,Computer Science,Physical Sciences
W4285091076,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4285091076,Recommender System Technologies,Information Systems,Computer Science,Physical Sciences
W4285676605,Adaptation to Concept Drift in Data Streams,Artificial Intelligence,Computer Science,Physical Sciences
W4285676605,Detection and Prevention of Phishing Attacks,Information Systems,Computer Science,Physical Sciences
W4285676605,Learning with Noisy Labels in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4285796263,Game Artificial Intelligence Research,Artificial Intelligence,Computer Science,Physical Sciences
W4285796263,Gamification in Education and Learning,Developmental and Educational Psychology,Psychology,Social Sciences
W4285796263,Social and Psychological Aspects of Online Gaming,Sociology and Political Science,Social Sciences,Social Sciences
W4285796576,State-of-the-Art in Process Optimization under Uncertainty,Control and Systems Engineering,Engineering,Physical Sciences
W4285796576,Process Fault Detection and Diagnosis in Industries,Control and Systems Engineering,Engineering,Physical Sciences
W4285796576,Model Predictive Control in Industrial Processes,Control and Systems Engineering,Engineering,Physical Sciences
W4286795081,Learning with Noisy Labels in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4286795081,Active Learning in Machine Learning Research,Artificial Intelligence,Computer Science,Physical Sciences
W4286795081,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
